A01	97600001	98600000	9228	A01	97600001	98600000	13988	A01	97600001	98600000	14520	A01	97600001	98600000	3320	A01	97600001	98600000	5631	A01	97600001	98600000	3812	A01	97600001	98600000	4767
A01	98400001	99400000	7301	A01	98400001	99400000	8132	A01	98400001	99400000	9908	A01	98400001	99400000	2771	A01	98400001	99400000	3210	A01	98400001	99400000	2896	A01	98400001	99400000	2834
A01	99200001	99884700	6442	A01	99200001	99884700	8177	A01	99200001	99884700	8649	A01	99200001	99884700	2337	A01	99200001	99884700	3642	A01	99200001	99884700	2324	A01	99200001	99884700	2928
A02	1	1000000	4785	A02	1	1000000	10017	A02	1	1000000	10455	A02	1	1000000	2026	A02	1	1000000	1727	A02	1	1000000	2009	A02	1	1000000	4367
A02	800001	1800000	5507	A02	800001	1800000	6772	A02	800001	1800000	7172	A02	800001	1800000	2043	A02	800001	1800000	2249	A02	800001	1800000	1921	A02	800001	1800000	1700
A02	1600001	2600000	10594	A02	1600001	2600000	19616	A02	1600001	2600000	16455	A02	1600001	2600000	2938	A02	1600001	2600000	5549	A02	1600001	2600000	3005	A02	1600001	2600000	4049
A02	2400001	3400000	9179	A02	2400001	3400000	17455	A02	2400001	3400000	15470	A02	2400001	3400000	2789	A02	2400001	3400000	5357	A02	2400001	3400000	2854	A02	2400001	3400000	3853
A02	3200001	4200000	8438	A02	3200001	4200000	14890	A02	3200001	4200000	14839	A02	3200001	4200000	3184	A02	3200001	4200000	4956	A02	3200001	4200000	3242	A02	3200001	4200000	4180
A02	4000001	5000000	15196	A02	4000001	5000000	31194	A02	4000001	5000000	25654	A02	4000001	5000000	4345	A02	4000001	5000000	12476	A02	4000001	5000000	4727	A02	4000001	5000000	8664
A02	4800001	5800000	11020	A02	4800001	5800000	25238	A02	4800001	5800000	20780	A02	4800001	5800000	3572	A02	4800001	5800000	9558	A02	4800001	5800000	3749	A02	4800001	5800000	6579
A02	5600001	6600000	11646	A02	5600001	6600000	27671	A02	5600001	6600000	21789	A02	5600001	6600000	3556	A02	5600001	6600000	9515	A02	5600001	6600000	3926	A02	5600001	6600000	6378
A02	6400001	7400000	10797	A02	6400001	7400000	22280	A02	6400001	7400000	18015	A02	6400001	7400000	3251	A02	6400001	7400000	7714	A02	6400001	7400000	3189	A02	6400001	7400000	5255
A02	7200001	8200000	13786	A02	7200001	8200000	22051	A02	7200001	8200000	17998	A02	7200001	8200000	4140	A02	7200001	8200000	8051	A02	7200001	8200000	4343	A02	7200001	8200000	5444
A02	8000001	9000000	17108	A02	8000001	9000000	30050	A02	8000001	9000000	24868	A02	8000001	9000000	5286	A02	8000001	9000000	12966	A02	8000001	9000000	5554	A02	8000001	9000000	8612
A02	8800001	9800000	18664	A02	8800001	9800000	34522	A02	8800001	9800000	27381	A02	8800001	9800000	5676	A02	8800001	9800000	13909	A02	8800001	9800000	6017	A02	8800001	9800000	8963
A02	9600001	10600000	17145	A02	9600001	10600000	33160	A02	9600001	10600000	26476	A02	9600001	10600000	5660	A02	9600001	10600000	13261	A02	9600001	10600000	5490	A02	9600001	10600000	8701
A02	10400001	11400000	15724	A02	10400001	11400000	28024	A02	10400001	11400000	22382	A02	10400001	11400000	4687	A02	10400001	11400000	10957	A02	10400001	11400000	4776	A02	10400001	11400000	6731
A02	11200001	12200000	17194	A02	11200001	12200000	29016	A02	11200001	12200000	23945	A02	11200001	12200000	5384	A02	11200001	12200000	12355	A02	11200001	12200000	5100	A02	11200001	12200000	7732
A02	12000001	13000000	17961	A02	12000001	13000000	32819	A02	12000001	13000000	26328	A02	12000001	13000000	5134	A02	12000001	13000000	11739	A02	12000001	13000000	5357	A02	12000001	13000000	7699
A02	12800001	13800000	15832	A02	12800001	13800000	27494	A02	12800001	13800000	21714	A02	12800001	13800000	4850	A02	12800001	13800000	10579	A02	12800001	13800000	5331	A02	12800001	13800000	6725
A02	13600001	14600000	13712	A02	13600001	14600000	26739	A02	13600001	14600000	20788	A02	13600001	14600000	4659	A02	13600001	14600000	10605	A02	13600001	14600000	4804	A02	13600001	14600000	6619
